Category,Message Code,Severity,Message Text,Message Description,Local Target Format,Remote Target Format
RADIUS Diagnostics,12302,INFO,Extracted EAP-Response containing PEAP challenge-response and accepting PEAP as negotiated,"Extracted from the RADIUS message an EAP-Response packet containing a PEAP challenge-response, and accepting PEAP as negotiated.","<timestamp> <seq_num> 12302 INFO EAP: Extracted EAP-Response containing PEAP challenge-response and accepting PEAP as negotiated,
                                 <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12302
                                 INFO EAP: Extracted EAP-Response containing PEAP challenge-response and accepting PEAP as negotiated, <log details>"
RADIUS Diagnostics,12303,WARN,Failed to negotiate EAP because PEAP not allowed in the Allowed Protocols,"The client's supplicant sent an EAP-Response/NAK packet rejecting the previously-proposed EAP-based protocol, and requesting
                                 to use PEAP instead. However, PEAP is not allowed in Allowed Protocols.","<timestamp> <seq_num> 12303 WARN EAP: Failed to negotiate EAP because PEAP not allowed in the Allowed Protocols, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12303
                                 WARN EAP: Failed to negotiate EAP because PEAP not allowed in the Allowed Protocols, <log details>"
RADIUS Diagnostics,12303,WARN,Failed to negotiate EAP because PEAP not allowed in the Allowed Protocols,"The client's supplicant sent an EAP-Response/NAK packet rejecting the previously-proposed EAP-based protocol, and requesting
                                 to use PEAP instead. However, PEAP is not allowed in Allowed Protocols.","<timestamp> <seq_num> 12303 WARN EAP: Failed to negotiate EAP because PEAP not allowed in the Allowed Protocols, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12303
                                 WARN EAP: Failed to negotiate EAP because PEAP not allowed in the Allowed Protocols, <log details>"
RADIUS Diagnostics,12304,INFO,Extracted EAP-Response containing PEAP challenge-response,Continuing the PEAP protocol; processing the PEAP challenge-response in the extracted EAP-Response.,"<timestamp> <seq_num> 12304 INFO EAP: Extracted EAP-Response containing PEAP challenge-response, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12304
                                 INFO EAP: Extracted EAP-Response containing PEAP challenge-response, <log details>"
RADIUS Diagnostics,12304,INFO,Extracted EAP-Response containing PEAP challenge-response,Continuing the PEAP protocol; processing the PEAP challenge-response in the extracted EAP-Response.,"<timestamp> <seq_num> 12304 INFO EAP: Extracted EAP-Response containing PEAP challenge-response, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12304
                                 INFO EAP: Extracted EAP-Response containing PEAP challenge-response, <log details>"
RADIUS Diagnostics,12305,INFO,Prepared EAP-Request with another PEAP challenge,"As part of the continuation of the PEAP protocol, created an EAP-Request packet containing another PEAP challenge, for attachment
                                 to a RADIUS message.","<timestamp> <seq_num> 12305 INFO EAP: Prepared EAP-Request with another PEAP challenge, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12305
                                 INFO EAP: Prepared EAP-Request with another PEAP challenge, <log details>"
RADIUS Diagnostics,12305,INFO,Prepared EAP-Request with another PEAP challenge,"As part of the continuation of the PEAP protocol, created an EAP-Request packet containing another PEAP challenge, for attachment
                                 to a RADIUS message.","<timestamp> <seq_num> 12305 INFO EAP: Prepared EAP-Request with another PEAP challenge, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12305
                                 INFO EAP: Prepared EAP-Request with another PEAP challenge, <log details>"
RADIUS Diagnostics,12306,INFO,PEAP authentication succeeded,PEAP authentication succeeded.,"<timestamp> <seq_num> 12306 INFO EAP: PEAP authentication succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12306
                                 INFO EAP: PEAP authentication succeeded, <log details>"
RADIUS Diagnostics,12306,INFO,PEAP authentication succeeded,PEAP authentication succeeded.,"<timestamp> <seq_num> 12306 INFO EAP: PEAP authentication succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12306
                                 INFO EAP: PEAP authentication succeeded, <log details>"
RADIUS Diagnostics,12307,INFO,PEAP authentication failed,PEAP authentication failed.,"<timestamp> <seq_num> 12307 INFO EAP: PEAP authentication failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12307
                                 INFO EAP: PEAP authentication failed, <log details>"
RADIUS Diagnostics,12307,INFO,PEAP authentication failed,PEAP authentication failed.,"<timestamp> <seq_num> 12307 INFO EAP: PEAP authentication failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12307
                                 INFO EAP: PEAP authentication failed, <log details>"
RADIUS Diagnostics,12308,WARN,Client sent Result TLV indicating failure,"Internal error, possibly in the supplicant: PEAP v0 authentication failed because client sent Result TLV indicating failure.
                                 Client indicates that it does not support Crypto-Binding TLV","<timestamp> <seq_num> 12308 WARN EAP: Client sent Result TLV indicating failure, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12308
                                 WARN EAP: Client sent Result TLV indicating failure, <log details>"
RADIUS Diagnostics,12308,WARN,Client sent Result TLV indicating failure,"Internal error, possibly in the supplicant: PEAP v0 authentication failed because client sent Result TLV indicating failure.
                                 Client indicates that it does not support Crypto-Binding TLV","<timestamp> <seq_num> 12308 WARN EAP: Client sent Result TLV indicating failure, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12308
                                 WARN EAP: Client sent Result TLV indicating failure, <log details>"
RADIUS Diagnostics,12309,WARN,PEAP handshake failed,PEAP handshake failed.,"<timestamp> <seq_num> 12309 WARN EAP: PEAP handshake failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12309
                                 WARN EAP: PEAP handshake failed, <log details>"
RADIUS Diagnostics,12309,WARN,PEAP handshake failed,PEAP handshake failed.,"<timestamp> <seq_num> 12309 WARN EAP: PEAP handshake failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12309
                                 WARN EAP: PEAP handshake failed, <log details>"
RADIUS Diagnostics,12310,INFO,PEAP full handshake finished successfully,PEAP full handshake finished successfully.,"<timestamp> <seq_num> 12310 INFO EAP: PEAP full handshake finished successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12310
                                 INFO EAP: PEAP full handshake finished successfully, <log details>"
RADIUS Diagnostics,12310,INFO,PEAP full handshake finished successfully,PEAP full handshake finished successfully.,"<timestamp> <seq_num> 12310 INFO EAP: PEAP full handshake finished successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12310
                                 INFO EAP: PEAP full handshake finished successfully, <log details>"
RADIUS Diagnostics,12311,INFO,PEAP session resumed successfully,PEAP short handshake finished successfully - resumed previous session.,"<timestamp> <seq_num> 12311 INFO EAP: PEAP session resumed successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12311
                                 INFO EAP: PEAP session resumed successfully, <log details>"
RADIUS Diagnostics,12311,INFO,PEAP session resumed successfully,PEAP short handshake finished successfully - resumed previous session.,"<timestamp> <seq_num> 12311 INFO EAP: PEAP session resumed successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12311
                                 INFO EAP: PEAP session resumed successfully, <log details>"
RADIUS Diagnostics,12312,INFO,PEAP fast-reconnect - skipping inner method,PEAP fast-reconnect - skipping inner method.,"<timestamp> <seq_num> 12312 INFO EAP: PEAP fast-reconnect - skipping inner method, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12312
                                 INFO EAP: PEAP fast-reconnect - skipping inner method, <log details>"
RADIUS Diagnostics,12312,INFO,PEAP fast-reconnect - skipping inner method,PEAP fast-reconnect - skipping inner method.,"<timestamp> <seq_num> 12312 INFO EAP: PEAP fast-reconnect - skipping inner method, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12312
                                 INFO EAP: PEAP fast-reconnect - skipping inner method, <log details>"
RADIUS Diagnostics,12313,INFO,PEAP inner method started,Started the PEAP inner method.,"<timestamp> <seq_num> 12313 INFO EAP: PEAP inner method started, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12313
                                 INFO EAP: PEAP inner method started, <log details>"
RADIUS Diagnostics,12313,INFO,PEAP inner method started,Started the PEAP inner method.,"<timestamp> <seq_num> 12313 INFO EAP: PEAP inner method started, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12313
                                 INFO EAP: PEAP inner method started, <log details>"
RADIUS Diagnostics,12314,INFO,PEAP inner method finished successfully,PEAP inner method finished successfully.,"<timestamp> <seq_num> 12314 INFO EAP: PEAP inner method finished successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12314
                                 INFO EAP: PEAP inner method finished successfully, <log details>"
RADIUS Diagnostics,12314,INFO,PEAP inner method finished successfully,PEAP inner method finished successfully.,"<timestamp> <seq_num> 12314 INFO EAP: PEAP inner method finished successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12314
                                 INFO EAP: PEAP inner method finished successfully, <log details>"
RADIUS Diagnostics,12315,INFO,PEAP inner method finished with failure,PEAP inner method finished with failure.,"<timestamp> <seq_num> 12315 INFO EAP: PEAP inner method finished with failure, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12315
                                 INFO EAP: PEAP inner method finished with failure, <log details>"
RADIUS Diagnostics,12315,INFO,PEAP inner method finished with failure,PEAP inner method finished with failure.,"<timestamp> <seq_num> 12315 INFO EAP: PEAP inner method finished with failure, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12315
                                 INFO EAP: PEAP inner method finished with failure, <log details>"
RADIUS Diagnostics,12316,WARN,PEAP version negotiation failed,"PEAP version negotiation failed, apparently because the supplicant supports neither v0 nor v1.","<timestamp> <seq_num> 12316 WARN EAP: PEAP version negotiation failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12316
                                 WARN EAP: PEAP version negotiation failed, <log details>"
RADIUS Diagnostics,12316,WARN,PEAP version negotiation failed,"PEAP version negotiation failed, apparently because the supplicant supports neither v0 nor v1.","<timestamp> <seq_num> 12316 WARN EAP: PEAP version negotiation failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12316
                                 WARN EAP: PEAP version negotiation failed, <log details>"
RADIUS Diagnostics,12317,INFO,PEAP fast-reconnect failed; starting inner method,"PEAP fast-reconnect failed, possibly due to internal caching-related issues, or to the possibility that the inner method used
                                 in the previous authentication is no longer enabled for PEAP. ISE needs to conduct the full PEAP authentication when fast
                                 reconnect is enabled in PEAP settings. Starting inner method.","<timestamp> <seq_num> 12317 INFO EAP: PEAP fast-reconnect failed; starting inner method, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12317
                                 INFO EAP: PEAP fast-reconnect failed; starting inner method, <log details>"
RADIUS Diagnostics,12317,INFO,PEAP fast-reconnect failed; starting inner method,"PEAP fast-reconnect failed, possibly due to internal caching-related issues, or to the possibility that the inner method used
                                 in the previous authentication is no longer enabled for PEAP. ISE needs to conduct the full PEAP authentication when fast
                                 reconnect is enabled in PEAP settings. Starting inner method.","<timestamp> <seq_num> 12317 INFO EAP: PEAP fast-reconnect failed; starting inner method, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12317
                                 INFO EAP: PEAP fast-reconnect failed; starting inner method, <log details>"
RADIUS Diagnostics,12318,INFO,Successfully negotiated PEAP version 0,Successfully negotiated PEAP version 0.,"<timestamp> <seq_num> 12318 INFO EAP: Successfully negotiated PEAP version 0, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12318
                                 INFO EAP: Successfully negotiated PEAP version 0, <log details>"
RADIUS Diagnostics,12318,INFO,Successfully negotiated PEAP version 0,Successfully negotiated PEAP version 0.,"<timestamp> <seq_num> 12318 INFO EAP: Successfully negotiated PEAP version 0, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12318
                                 INFO EAP: Successfully negotiated PEAP version 0, <log details>"
RADIUS Diagnostics,12319,INFO,Successfully negotiated PEAP version 1,Successfully negotiated PEAP version 1.,"<timestamp> <seq_num> 12319 INFO EAP: Successfully negotiated PEAP version 1, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12319
                                 INFO EAP: Successfully negotiated PEAP version 1, <log details>"
RADIUS Diagnostics,12319,INFO,Successfully negotiated PEAP version 1,Successfully negotiated PEAP version 1.,"<timestamp> <seq_num> 12319 INFO EAP: Successfully negotiated PEAP version 1, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12319
                                 INFO EAP: Successfully negotiated PEAP version 1, <log details>"
RADIUS Diagnostics,12320,WARN,Client failed to acknowledge receipt of success or failure result,"Internal error, possibly in the supplicant: PEAP v1 authentication failed because client failed to acknowledge receipt of
                                 success or failure result.","<timestamp> <seq_num> 12320 WARN EAP: Client failed to acknowledge receipt of success or failure result, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12320
                                 WARN EAP: Client failed to acknowledge receipt of success or failure result, <log details>"
RADIUS Diagnostics,12320,WARN,Client failed to acknowledge receipt of success or failure result,"Internal error, possibly in the supplicant: PEAP v1 authentication failed because client failed to acknowledge receipt of
                                 success or failure result.","<timestamp> <seq_num> 12320 WARN EAP: Client failed to acknowledge receipt of success or failure result, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12320
                                 WARN EAP: Client failed to acknowledge receipt of success or failure result, <log details>"
RADIUS Diagnostics,12321,WARN,PEAP failed SSL/TLS handshake because the client rejected the ISE local-certificate,PEAP failed SSL/TLS handshake because the client rejected the ISE local-certificate,"<timestamp> <seq_num> 12321 WARN EAP: PEAP failed SSL/TLS handshake because the client rejected the ISE local-certificate,
                                 <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12321
                                 WARN EAP: PEAP failed SSL/TLS handshake because the client rejected the ISE local-certificate, <log details>"
RADIUS Diagnostics,12321,WARN,PEAP failed SSL/TLS handshake because the client rejected the ISE local-certificate,PEAP failed SSL/TLS handshake because the client rejected the ISE local-certificate,"<timestamp> <seq_num> 12321 WARN EAP: PEAP failed SSL/TLS handshake because the client rejected the ISE local-certificate,
                                 <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12321
                                 WARN EAP: PEAP failed SSL/TLS handshake because the client rejected the ISE local-certificate, <log details>"
RADIUS Diagnostics,12322,WARN,PEAP failed SSL/TLS handshake after a client alert,PEAP failed SSL/TLS handshake after a client alert,"<timestamp> <seq_num> 12322 WARN EAP: PEAP failed SSL/TLS handshake after a client alert, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12322
                                 WARN EAP: PEAP failed SSL/TLS handshake after a client alert, <log details>"
RADIUS Diagnostics,12322,WARN,PEAP failed SSL/TLS handshake after a client alert,PEAP failed SSL/TLS handshake after a client alert,"<timestamp> <seq_num> 12322 WARN EAP: PEAP failed SSL/TLS handshake after a client alert, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12322
                                 WARN EAP: PEAP failed SSL/TLS handshake after a client alert, <log details>"
RADIUS Diagnostics,12323,WARN,PEAP cryptobinding verification failed,PEAP cryptobinding verification failed.,"<timestamp> <seq_num> 12323 WARN EAP: PEAP cryptobinding verification failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12323
                                 WARN EAP: PEAP cryptobinding verification failed, <log details>"
RADIUS Diagnostics,12323,WARN,PEAP cryptobinding verification failed,PEAP cryptobinding verification failed.,"<timestamp> <seq_num> 12323 WARN EAP: PEAP cryptobinding verification failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12323
                                 WARN EAP: PEAP cryptobinding verification failed, <log details>"
RADIUS Diagnostics,12324,DEBUG,PEAP cryptobinding verification passed,PEAP cryptobinding verification passed.,"<timestamp> <seq_num> 12324 DEBUG EAP: PEAP cryptobinding verification passed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12324
                                 DEBUG EAP: PEAP cryptobinding verification passed, <log details>"
RADIUS Diagnostics,12324,DEBUG,PEAP cryptobinding verification passed,PEAP cryptobinding verification passed.,"<timestamp> <seq_num> 12324 DEBUG EAP: PEAP cryptobinding verification passed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12324
                                 DEBUG EAP: PEAP cryptobinding verification passed, <log details>"
RADIUS Diagnostics,12500,INFO,Prepared EAP-Request proposing EAP-TLS with challenge,"Created an EAP-Request packet proposing to use the EAP-TLS protocol, and also providing an EAP-TLS challenge, for attachment
                                 to a RADIUS message. The TLS protocol was proposed because it was one of the EAP-based protocols allowed in Allowed Protocols.","<timestamp> <seq_num> 12500 INFO EAP: Prepared EAP-Request proposing EAP-TLS with challenge, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12500
                                 INFO EAP: Prepared EAP-Request proposing EAP-TLS with challenge, <log details>"
RADIUS Diagnostics,12500,INFO,Prepared EAP-Request proposing EAP-TLS with challenge,"Created an EAP-Request packet proposing to use the EAP-TLS protocol, and also providing an EAP-TLS challenge, for attachment
                                 to a RADIUS message. The TLS protocol was proposed because it was one of the EAP-based protocols allowed in Allowed Protocols.","<timestamp> <seq_num> 12500 INFO EAP: Prepared EAP-Request proposing EAP-TLS with challenge, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12500
                                 INFO EAP: Prepared EAP-Request proposing EAP-TLS with challenge, <log details>"
RADIUS Diagnostics,12501,INFO,Extracted EAP-Response/NAK requesting to use EAP-TLS instead,"Extracted from the RADIUS message an EAP-Response/NAK packet, rejecting the previously-proposed EAP-based protocol, and requesting
                                 to use EAP-TLS instead, per the configuration of the client's supplicant.","<timestamp> <seq_num> 12501 INFO EAP: Extracted EAP-Response/NAK requesting to use EAP-TLS instead, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12501
                                 INFO EAP: Extracted EAP-Response/NAK requesting to use EAP-TLS instead, <log details>"
RADIUS Diagnostics,12501,INFO,Extracted EAP-Response/NAK requesting to use EAP-TLS instead,"Extracted from the RADIUS message an EAP-Response/NAK packet, rejecting the previously-proposed EAP-based protocol, and requesting
                                 to use EAP-TLS instead, per the configuration of the client's supplicant.","<timestamp> <seq_num> 12501 INFO EAP: Extracted EAP-Response/NAK requesting to use EAP-TLS instead, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12501
                                 INFO EAP: Extracted EAP-Response/NAK requesting to use EAP-TLS instead, <log details>"
RADIUS Diagnostics,12502,INFO,Extracted EAP-Response containing EAP-TLS challenge-response and accepting EAP-TLS as negotiated,"Extracted from the RADIUS message an EAP-Response packet containing an EAP-TLS challenge-response, and accepting EAP-TLS as
                                 negotiated","<timestamp> <seq_num> 12502 INFO EAP: Extracted EAP-Response containing EAP-TLS challenge-response and accepting EAP-TLS as
                                 negotiated, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12502
                                 INFO EAP: Extracted EAP-Response containing EAP-TLS challenge-response and accepting EAP-TLS as negotiated, <log details>"
RADIUS Diagnostics,12502,INFO,Extracted EAP-Response containing EAP-TLS challenge-response and accepting EAP-TLS as negotiated,"Extracted from the RADIUS message an EAP-Response packet containing an EAP-TLS challenge-response, and accepting EAP-TLS as
                                 negotiated","<timestamp> <seq_num> 12502 INFO EAP: Extracted EAP-Response containing EAP-TLS challenge-response and accepting EAP-TLS as
                                 negotiated, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12502
                                 INFO EAP: Extracted EAP-Response containing EAP-TLS challenge-response and accepting EAP-TLS as negotiated, <log details>"
RADIUS Diagnostics,12503,WARN,Failed to negotiate EAP because EAP-TLS not enabled in Allowed Protocols,"The client's supplicant sent an EAP-Response/NAK packet rejecting the previously-proposed EAP-based protocol, and requesting
                                 to use EAP-TLS instead. However, EAP-TLS is not allowed in the Allowed Protocols.","<timestamp> <seq_num> 12503 WARN EAP: Failed to negotiate EAP because EAP-TLS not enabled in Allowed Protocols, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12503
                                 WARN EAP: Failed to negotiate EAP because EAP-TLS not enabled in Allowed Protocols, <log details>"
RADIUS Diagnostics,12503,WARN,Failed to negotiate EAP because EAP-TLS not enabled in Allowed Protocols,"The client's supplicant sent an EAP-Response/NAK packet rejecting the previously-proposed EAP-based protocol, and requesting
                                 to use EAP-TLS instead. However, EAP-TLS is not allowed in the Allowed Protocols.","<timestamp> <seq_num> 12503 WARN EAP: Failed to negotiate EAP because EAP-TLS not enabled in Allowed Protocols, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12503
                                 WARN EAP: Failed to negotiate EAP because EAP-TLS not enabled in Allowed Protocols, <log details>"
RADIUS Diagnostics,12504,INFO,Extracted EAP-Response containing EAP-TLS challenge-response,Continuing the EAP-TLS protocol; processing the EAP-TLS challenge-response in the extracted EAP-Response.,"<timestamp> <seq_num> 12504 INFO EAP: Extracted EAP-Response containing EAP-TLS challenge-response, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12504
                                 INFO EAP: Extracted EAP-Response containing EAP-TLS challenge-response, <log details>"
RADIUS Diagnostics,12504,INFO,Extracted EAP-Response containing EAP-TLS challenge-response,Continuing the EAP-TLS protocol; processing the EAP-TLS challenge-response in the extracted EAP-Response.,"<timestamp> <seq_num> 12504 INFO EAP: Extracted EAP-Response containing EAP-TLS challenge-response, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12504
                                 INFO EAP: Extracted EAP-Response containing EAP-TLS challenge-response, <log details>"
RADIUS Diagnostics,12505,INFO,Prepared EAP-Request with another EAP-TLS challenge,"As part of the continuation of the EAP-TLS protocol, created an EAP-Request packet containing another EAP-TLS challenge, for
                                 attachment to a RADIUS message.","<timestamp> <seq_num> 12505 INFO EAP: Prepared EAP-Request with another EAP-TLS challenge, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12505
                                 INFO EAP: Prepared EAP-Request with another EAP-TLS challenge, <log details>"
RADIUS Diagnostics,12505,INFO,Prepared EAP-Request with another EAP-TLS challenge,"As part of the continuation of the EAP-TLS protocol, created an EAP-Request packet containing another EAP-TLS challenge, for
                                 attachment to a RADIUS message.","<timestamp> <seq_num> 12505 INFO EAP: Prepared EAP-Request with another EAP-TLS challenge, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12505
                                 INFO EAP: Prepared EAP-Request with another EAP-TLS challenge, <log details>"
RADIUS Diagnostics,12506,INFO,EAP-TLS authentication succeeded,EAP-TLS authentication succeeded.,"<timestamp> <seq_num> 12506 INFO EAP: EAP-TLS authentication succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12506
                                 INFO EAP: EAP-TLS authentication succeeded, <log details>"
RADIUS Diagnostics,12506,INFO,EAP-TLS authentication succeeded,EAP-TLS authentication succeeded.,"<timestamp> <seq_num> 12506 INFO EAP: EAP-TLS authentication succeeded, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12506
                                 INFO EAP: EAP-TLS authentication succeeded, <log details>"
RADIUS Diagnostics,12507,INFO,EAP-TLS authentication failed,EAP-TLS authentication failed.,"<timestamp> <seq_num> 12507 INFO EAP: EAP-TLS authentication failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12507
                                 INFO EAP: EAP-TLS authentication failed, <log details>"
RADIUS Diagnostics,12507,INFO,EAP-TLS authentication failed,EAP-TLS authentication failed.,"<timestamp> <seq_num> 12507 INFO EAP: EAP-TLS authentication failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12507
                                 INFO EAP: EAP-TLS authentication failed, <log details>"
RADIUS Diagnostics,12508,WARN,EAP-TLS handshake failed,EAP-TLS handshake failed.,"<timestamp> <seq_num> 12508 WARN EAP: EAP-TLS handshake failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12508
                                 WARN EAP: EAP-TLS handshake failed, <log details>"
RADIUS Diagnostics,12508,WARN,EAP-TLS handshake failed,EAP-TLS handshake failed.,"<timestamp> <seq_num> 12508 WARN EAP: EAP-TLS handshake failed, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12508
                                 WARN EAP: EAP-TLS handshake failed, <log details>"
